-49.581009	346.327851	1009.936964
-5.126379	-349.245821	977.615259
-78.603310	-340.786064	986.347960
107.195094	-262.065680	794.255519
-348.819906	18.793389	978.286364
-149.369838	-316.525418	999.442100
0.967862	349.948700	994.086385
-178.599439	-298.911333	1035.415474
4.884931	349.234961	977.392929
-193.605351	41.902344	711.449897
-202.112821	-245.104660	853.118710
-20.072884	-345.665080	948.885108
105.500821	298.424058	850.625777
-21.496266	341.243983	925.230659
-287.395926	121.295696	1158.716527
-237.425679	-193.351104	830.458273
-54.295392	248.534776	759.620143
-250.438969	222.801733	899.303870
-47.950417	-346.699269	1000.611802
-196.814792	249.962840	854.114715
-344.968745	13.246503	942.371057
-28.314971	-316.125417	852.477177
-13.418510	339.927575	917.724927
-157.825189	-311.627337	978.099945
-241.358227	12.697102	746.849867
-180.053388	-300.134330	1000.402244
78.258295	328.462010	907.867774
-37.696639	347.910398	993.891101
-74.450088	340.470142	1032.206631
-95.187290	326.759716	918.345437
39.400002	294.568369	815.129462
-31.992868	339.624183	921.693740
-200.849176	34.743677	715.478498
-26.923972	-348.492904	981.894879
-199.792734	-264.348634	887.293908
-40.232650	346.335790	969.457329
146.905579	-195.271627	749.425176
78.450843	326.005314	899.670541
153.102109	-263.915775	828.511784
-182.628896	264.456702	861.402241
-265.302372	-153.188278	1169.257209
9.457325	-316.946488	851.826175
97.793930	284.442958	821.034777
-226.698155	265.390831	974.006667
-180.495409	293.224900	937.226079
-50.517078	-338.069296	924.785798
112.090192	314.018850	893.567154
31.774822	306.468659	833.965903
-337.736926	-38.133768	916.456093
-325.651205	104.751711	925.983976

-5.126379	-349.245821	977.615259
-78.603310	-340.786064	986.347960
107.195094	-262.065680	794.255519
-348.819906	18.793389	978.286364
-149.369838	-316.525418	999.442100
0.967862	349.948700	994.086385
-178.599439	-298.911333	1035.415474
4.884931	349.234961	977.392929
-193.605351	41.902344	711.449897
-202.112821	-245.104660	853.118710
-20.072884	-345.665080	948.885108
105.500821	298.424058	850.625777
-21.496266	341.243983	925.230659
-287.395926	121.295696	1158.716527
-237.425679	-193.351104	830.458273
-54.295392	248.534776	759.620143
-250.438969	222.801733	899.303870
-47.950417	-346.699269	1000.611802
-196.814792	249.962840	854.114715
-344.968745	13.246503	942.371057
-28.314971	-316.125417	852.477177
-13.418510	339.927575	917.724927
-157.825189	-311.627337	978.099945
-241.358227	12.697102	746.849867
-180.053388	-300.134330	1000.402244
78.258295	328.462010	907.867774
-37.696639	347.910398	993.891101
-74.450088	340.470142	1032.206631
-95.187290	326.759716	918.345437
39.400002	294.568369	815.129462
-31.992868	339.624183	921.693740
-200.849176	34.743677	715.478498
-26.923972	-348.492904	981.894879
-199.792734	-264.348634	887.293908
-40.232650	346.335790	969.457329
146.905579	-195.271627	749.425176
78.450843	326.005314	899.670541
153.102109	-263.915775	828.511784
-182.628896	264.456702	861.402241
-265.302372	-153.188278	1169.257209
9.457325	-316.946488	851.826175
97.793930	284.442958	821.034777
-226.698155	265.390831	974.006667
-180.495409	293.224900	937.226079
-50.517078	-338.069296	924.785798
112.090192	314.018850	893.567154
31.774822	306.468659	833.965903
-337.736926	-38.133768	916.456093
-325.651205	104.751711	925.983976
