-95.187290	326.759716	918.345437
39.400002	294.568369	815.129462
-31.992868	339.624183	921.693740
-200.849176	34.743677	715.478498
-26.923972	-348.492904	981.894879
-199.792734	-264.348634	887.293908
-40.232650	346.335790	969.457329
146.905579	-195.271627	749.425176
78.450843	326.005314	899.670541
153.102109	-263.915775	828.511784
-182.628896	264.456702	861.402241
-265.302372	-153.188278	1169.257209
9.457325	-316.946488	851.826175
97.793930	284.442958	821.034777
-226.698155	265.390831	974.006667
-180.495409	293.224900	937.226079
-50.517078	-338.069296	924.785798
112.090192	314.018850	893.567154
31.774822	306.468659	833.965903
-337.736926	-38.133768	916.456093
-325.651205	104.751711	925.983976
